sr._no.,work_category,work,state,ida,hon'ble_members_of_parliament,constituency,work_description,recommended_date_x,sanction_date,sanction_amount__₹_,work_status,project_id,recommended_date_y,recommended_amount____₹_,completion_date,amount_disbursed__₹_,total_expenditure,payment_count,latest_payment_date,completed_flag,fund_utilization,expenditure_ratio,project_age_days,over_budget,missing_completion,anomaly_prediction,cost_anomaly_flag,anomaly_score,anomaly_reason
6050,Normal/Others,WS/MP18095/2025-2026/147401-Purchase of vans and buses for educational institutions,Kerala,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),K. C VENUGOPAL,ALAPPUZHA,"Purchase of a bus for K V Kumaran Vaidyan Memorial UPS, Cheriyazheekkal",22-Oct-2024,2025-08-11,2100000.0,Work partially Completed,WS/MP18095/2025-2026/147401,,,,,63519.0,1.0,2026-07-01,0,0.0302471428571428,,393.0,0,1,1,0,0.053127176383210184,Detected by Isolation Forest pattern analysis
6071,Normal/Others,WS/MP18172/2024-2025/147440-Purchase of books for public libraries/ digitization of library books,Rajasthan,Salumbar(DISTRICT COLLECTOR Salumbar_IDA),MANNA LAL RAWAT,UDAIPUR(ST),Purchase of Books for Govt. Public District  Library Salumber,15-Oct-2024,2025-01-13,200000.0,Physical Inspection,WS/MP18172/2024-2025/147440,,,2026-01-23,148764.0,148764.0,1.0,2026-01-27,1,0.74382,,603.0,0,0,1,0,0.17289304648172127,Detected by Isolation Forest pattern analysis
6077,Normal/Others,WS/MP661/2025-2026/147454-Construction of community centers and community halls,Maharashtra,PUNE(DISTRICT COLLECTOR PUNE_IDA),Amol Ramsing Kolhe,SHIRUR,Construction of Mahila Asmita Bhavan community hall at Siddhagavhan,15-Oct-2024,2025-04-22,1000000.0,Physical Inspection,WS/MP661/2025-2026/147454,,,,,919303.0,1.0,2026-07-22,0,0.919303,,504.0,0,1,1,0,0.19574031656976631,Detected by Isolation Forest pattern analysis
6081,Normal/Others,WS/MP661/2026-2027/147464-Lighting of public spaces,Maharashtra,PUNE(DISTRICT COLLECTOR PUNE_IDA),Amol Ramsing Kolhe,SHIRUR,"installation of High Mast Lighting at 4 different public places at nirgoodsar, Tq. Ambegaon, Dist. Pune",15-Oct-2024,2026-05-18,1000000.0,Physical Inspection,WS/MP661/2026-2027/147464,,,,,482614.0,1.0,2026-05-19,0,0.482614,,113.0,0,1,1,0,0.044878438983704805,Detected by Isolation Forest pattern analysis
6129,Normal/Others,WS/MP526/2024-2025/147535-Providing supply pipelines for drinking water,Andhra Pradesh,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y S Avinash Reddy,KADAPA,Augmentation of PWS Scheme Katlagantavaripalli Village in CK peta Mandal,16-Oct-2024,2025-01-08,112100.0,Physical Inspection,WS/MP526/2024-2025/147535,,,,,109235.0,1.0,2026-08-19,0,0.974442462087422,,608.0,0,1,1,0,0.1979617874527591,Detected by Isolation Forest pattern analysis
6186,Normal/Others,"WS/MP526/2024-2025/147605-Construction of roads, link roads, pathways or any other road with or without drainage system",Andhra Pradesh,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y S Avinash Reddy,KADAPA,Gravelling the road from R&B road to Mariyamma Shed (Reach-1) of Mittamanupalli (H) of Mittamanupalli GP in S.Mydukur Mandal,16-Oct-2024,2025-01-07,495000.0,Physical Inspection,WS/MP526/2024-2025/147605,,,2026-04-15,431498.0,431498.0,1.0,2026-04-15,1,0.8717131313131313,,609.0,0,0,1,0,0.1776273881152043,Detected by Isolation Forest pattern analysis
6187,Normal/Others,"WS/MP526/2024-2025/147606-Construction of roads, link roads, pathways or any other road with or without drainage system",Andhra Pradesh,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y S Avinash Reddy,KADAPA,Gravelling the road from R&B road to Mariyamma Shed (Reach-2) of Mittamanupalli (H) of Mittamanupalli GP in S.Mydukur Mandal,16-Oct-2024,2025-01-07,495000.0,Physical Inspection,WS/MP526/2024-2025/147606,,,2026-04-16,453478.0,453478.0,1.0,2026-04-16,1,0.9161171717171716,,609.0,0,0,1,0,0.19026737714808156,Detected by Isolation Forest pattern analysis
6361,Normal/Others,WS/MP18242/2025-2026/148018-Construction of rooms and halls in school and colleges,Uttar Pradesh,SULTANPUR(DISTRICT MAGISTRATE SULTANPUR_IDA),RAMBHUAL NISHAD,SULTANPUR,"For construction of teaching room in Mukund Madhav Bhishma Primary School, Ishakpur.",17-Oct-2024,2025-06-24,1500000.0,Vendor Identification,WS/MP18242/2025-2026/148018,,,,,600000.0,1.0,2026-08-24,0,0.4,,441.0,0,1,1,0,0.15161508763038123,Detected by Isolation Forest pattern analysis
6364,Normal/Others,WS/MP18048/2024-2025/148031-Purchase of mobile water tankers,Chhattisgarh,BASTAR(DISTRICT COLLECTOR BASTAR_IDA),MAHESH KASHYAP,BASTAR(ST),nagar palika nigam chetra ke vibhinn wardon me peyjal aapurti hetu 04 wheel 4500 letre ke 05 nag tanker praday karne hetu,17-Oct-2024,2024-12-11,1120000.0,Physical Inspection,WS/MP18048/2024-2025/148031,,,2026-05-13,1120000.0,1120000.0,1.0,2026-02-26,1,1.0,,636.0,0,0,1,0,0.2133439079605456,Detected by Isolation Forest pattern analysis
6377,Normal/Others,"WS/MP600/2024-2025/148047-Construction of roads, link roads, pathways or any other road with or without drainage system",Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,"Construction of lane and drain from Dethal School to Chait Ram House, Village Kachher, Pyt, Kachher, Ward no. 5, Nagrota Gujroo, Kathua.",22-Oct-2024,2025-01-08,196000.0,Physical Inspection,WS/MP600/2024-2025/148047,,,2026-02-09,196000.0,196000.0,1.0,2026-02-09,1,1.0,,608.0,0,0,1,0,0.2293092834547975,Detected by Isolation Forest pattern analysis
6383,Normal/Others,WS/MP18144/2024-2025/148055-Construction of community centers and community halls,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,"Reconstruction of community hall at Jharaband, badkenduguda",18-Oct-2024,2025-01-04,200000.0,Physical Inspection,WS/MP18144/2024-2025/148055,,,2026-03-16,200000.0,200000.0,1.0,2026-03-10,1,1.0,,612.0,0,0,1,0,0.2257367553380754,Detected by Isolation Forest pattern analysis
6441,Normal/Others,"WS/MP18144/2024-2025/148133-Construction of roads, link roads, pathways or any other road with or without drainage system",Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,Metaling of roads from NH 26 to Ghulijuba road(1.5 km),18-Oct-2024,2025-01-04,200000.0,Vendor Identification,WS/MP18144/2024-2025/148133,,,,,200000.0,1.0,2026-06-17,0,1.0,,612.0,0,1,1,0,0.2257367553380754,Detected by Isolation Forest pattern analysis
6442,Normal/Others,WS/MP18144/2024-2025/148134-Construction of boundary walls of existing public and community buildings,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,"Construction of boundary wall at sishu Bidya Mandir, Habaspur.",18-Oct-2024,2025-01-04,200000.0,Physical Inspection,WS/MP18144/2024-2025/148134,,,,,200000.0,1.0,2026-06-25,0,1.0,,612.0,0,1,1,0,0.2257367553380754,Detected by Isolation Forest pattern analysis
6443,Normal/Others,WS/MP18144/2024-2025/148135-Lighting of public spaces,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,"Beautification  and lighting near Baa Sagar, Habaspur.",18-Oct-2024,2025-01-04,200000.0,Physical Inspection,WS/MP18144/2024-2025/148135,,,,,200000.0,1.0,2026-06-25,0,1.0,,612.0,0,1,1,0,0.2257367553380754,Detected by Isolation Forest pattern analysis
6444,Normal/Others,WS/MP18144/2024-2025/148136-Construction of boundary walls of existing public and community buildings,Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,"Construction of boundary wall at Jagmohan high school, pilikia village.",18-Oct-2024,2025-01-04,200000.0,Physical Inspection,WS/MP18144/2024-2025/148136,,,2026-03-16,200000.0,200000.0,1.0,2026-03-10,1,1.0,,612.0,0,0,1,0,0.2257367553380754,Detected by Isolation Forest pattern analysis
6445,Normal/Others,"WS/MP18144/2024-2025/148137-Construction of roads, link roads, pathways or any other road with or without drainage system",Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,Construction of road from goud tusipali TP Jore road.,18-Oct-2024,2025-01-04,200000.0,Vendor Identification,WS/MP18144/2024-2025/148137,,,,,200000.0,1.0,2026-06-17,0,1.0,,612.0,0,1,1,0,0.2257367553380754,Detected by Isolation Forest pattern analysis
6455,Bar and Associations,WS/MP18328/2026-2027/148155-Purchase Books for Library,Himachal Pradesh,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,Purchasing of Books for Library  of BAR Assocation Chachiot at Gohar. Work Executed By - BAR Association Chachiot at Gohar District Mandi.,18-Oct-2024,2026-07-21,50000.0,Vendor Identification,WS/MP18328/2026-2027/148155,,,,,50000.0,1.0,2026-09-01,0,1.0,,49.0,0,1,1,0,0.12524487555735953,Detected by Isolation Forest pattern analysis
6457,Normal/Others,WS/MP600/2024-2025/148165-Construction of boundary walls of existing public and community buildings,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,"Construction of protection wall from link road to Mohalla of Ricky Sharma, Village Chak, Pyt. Chak Balwan, Marheen, Kathua.",22-Oct-2024,2025-01-08,198000.0,Physical Inspection,WS/MP600/2024-2025/148165,,,2026-02-25,198000.0,198000.0,1.0,2026-02-25,1,1.0,,608.0,0,0,1,0,0.2293092834547975,Detected by Isolation Forest pattern analysis
6466,Normal/Others,WS/MP18328/2025-2026/148181-Construction of rooms and halls in school and colleges,Himachal Pradesh,KULLU(DEPUTY COMMISSIONER KULLU_IDA),Kangana Ranaut,MANDI,"Construction of Proposed 2nd floor cum examination hall Saraswati Vidya Mandir School Village Bhalyani, Tehsil & District Kullu H.P. Work Executed By- BDO Kullu,     (SMC Saraswati Vidya Mandir Bhalyani)",18-Oct-2024,2025-12-19,1230000.0,Vendor Identification,WS/MP18328/2025-2026/148181,,,,,615000.0,1.0,2026-07-10,0,0.5,,263.0,0,1,1,0,0.11507584107375668,Detected by Isolation Forest pattern analysis
6479,Normal/Others,WS/MP600/2024-2025/148197-Construction of public toilets and bathrooms,Jammu And Kashmir,UDHAMPUR(Deputy Commissioner Udhampur_IDA),Jitendra Singh,UDHAMPUR,"Construction of Public Toilet Complex in Ward no. 5, Pyt. Basantgarh, Village Chilla, Near Chilla Mandir, Dudu Basantgarh, Udhampur.",22-Oct-2024,2024-12-26,172000.0,Physical Inspection,WS/MP600/2024-2025/148197,,,2026-01-07,172000.0,172000.0,1.0,2026-01-07,1,1.0,,621.0,0,0,1,0,0.2179618003903795,Detected by Isolation Forest pattern analysis
6508,Normal/Others,WS/MP600/2025-2026/148229-Construction of common work sheds/ common covered sitting area,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,"Construction of Public Shed  near Talab, Baddu Barar , Pyt. Upper Baddu , Village  Charoli, Billawar,Kathua",22-Oct-2024,2025-07-09,168000.0,Physical Inspection,WS/MP600/2025-2026/148229,,,2026-01-29,168000.0,168000.0,1.0,2026-01-29,1,1.0,,426.0,0,0,1,0,0.22078929675696712,Detected by Isolation Forest pattern analysis
6519,Normal/Others,WS/MP600/2025-2026/148242-Construction of boundary walls of existing public and community buildings,Jammu And Kashmir,RAMBAN(Deputy Commissioner Ramban_IDA),Jitendra Singh,UDHAMPUR,"Construction of Protection Wall near  house to Sh. Parkash Singh to  Sh. Bhabishan Singh  r/o Bhamnal, Ward no. 07, Pyt. Pingloga, Teh. Pogal Paristan, Ukhral, Ramban.",22-Oct-2024,2025-05-19,300000.0,Work partially Completed,WS/MP600/2025-2026/148242,,,,,189000.0,1.0,2026-08-10,0,0.63,,477.0,0,1,1,0,0.15346368222476175,Detected by Isolation Forest pattern analysis
6522,Normal/Others,"WS/MP600/2024-2025/148247-Construction of roads, link roads, pathways or any other road with or without drainage system",Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,"Construction of lane and drain in Ward no.5, Pyt. Dhmal from the house of Sandeep Kumar to house of Gopal Verma, Barnoti, Kathua",22-Oct-2024,2025-01-08,182000.0,Physical Inspection,WS/MP600/2024-2025/148247,,,2026-01-01,182000.0,182000.0,1.0,2026-01-01,1,1.0,,608.0,0,0,1,0,0.2293092834547975,Detected by Isolation Forest pattern analysis
6546,Normal/Others,WS/MP18227/2024-2025/148293-Construction of rooms and halls in school and colleges,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),Class room ka nirmad kary,18-Oct-2024,2025-01-21,999000.0,Vendor Identification,WS/MP18227/2024-2025/148293,,,,,999000.0,2.0,2026-02-23,0,1.0,,595.0,0,1,1,0,0.1271110984102345,Detected by Isolation Forest pattern analysis
6590,Normal/Others,WS/MP18205/2024-2025/148363-Street lights,Uttar Pradesh,BALLIA(DISTRICT MAGISTRAE BALLIA_IDA),SANATAN PANDEY,BALLIA,Installation of Semi High Mast Lights at different places as per attached recommendation letter,21-Oct-2024,2025-03-20,216470.0,Vendor Identification,WS/MP18205/2024-2025/148363,,,,,216409.0,1.0,2025-08-06,0,0.999718205755994,,537.0,0,1,1,0,0.2346605999364773,Detected by Isolation Forest pattern analysis
6656,Normal/Others,"WS/MP18133/2025-2026/148457-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Construction of Road and Closed drainage Behind Vitthal Ward Mandir,02-Jan-2025,2025-04-22,1000000.0,Physical Inspection,WS/MP18133/2025-2026/148457,,,2026-08-11,1000000.0,1000000.0,1.0,2026-08-11,1,1.0,,504.0,0,0,1,0,0.24785495948130798,Detected by Isolation Forest pattern analysis
6670,Normal/Others,WS/MP18133/2025-2026/148475-Construction of community centers and community halls,Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Construction of Community hall at Masur (Brahmpuri) adjacent to Savata Mali Mandir,02-Jan-2025,2025-04-22,1000000.0,Work partially Completed,WS/MP18133/2025-2026/148475,,,,,750000.0,1.0,2026-03-22,0,0.75,,504.0,0,1,1,0,0.16743448777071984,Detected by Isolation Forest pattern analysis
6672,Normal/Others,"WS/MP18133/2025-2026/148477-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Construction of concrete road at Andharwadi.,02-Jan-2025,2025-04-22,700000.0,Physical Inspection,WS/MP18133/2025-2026/148477,,,2026-08-17,693280.0,693280.0,1.0,2026-08-16,1,0.9904,,504.0,0,0,1,0,0.2280277036171598,Detected by Isolation Forest pattern analysis
6696,Normal/Others,WS/MP18133/2025-2026/148507-Construction of community centers and community halls,Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Construction of community hall adjacent to Balsiddha Mandir,02-Jan-2025,2025-04-22,1500000.0,Physical Inspection,WS/MP18133/2025-2026/148507,,,2026-03-16,1489610.0,1489610.0,1.0,2026-03-16,1,0.9930733333333334,,504.0,0,0,1,0,0.2340669932506439,Detected by Isolation Forest pattern analysis
6701,Normal/Others,WS/MP18133/2025-2026/148512-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Creation of Crematorium shed and Smashan Bhumi Dahini at Jadhav Mali at Atake.,02-Jan-2025,2025-04-22,1000000.0,Physical Inspection,WS/MP18133/2025-2026/148512,,,,,995310.0,1.0,2026-06-29,0,0.99531,,504.0,0,1,1,0,0.2391984281140716,Detected by Isolation Forest pattern analysis
6705,Normal/Others,"WS/MP18133/2025-2026/148516-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,creation of paver block road adjacent to jyotirling mandir at Gharalwadi,02-Jan-2025,2025-04-22,500000.0,Physical Inspection,WS/MP18133/2025-2026/148516,,,2026-03-05,497580.0,497580.0,1.0,2026-03-06,1,0.99516,,504.0,0,0,1,0,0.2377061006803377,Detected by Isolation Forest pattern analysis
6737,Normal/Others,"WS/MP18133/2025-2026/148559-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,creation of Concrete road at Vekhandwadi,02-Jan-2025,2025-04-22,700000.0,Physical Inspection,WS/MP18133/2025-2026/148559,,,2026-02-16,664282.0,664282.0,1.0,2026-02-16,1,0.9489742857142855,,504.0,0,0,1,0,0.19814514172701164,Detected by Isolation Forest pattern analysis
6744,Normal/Others,"WS/MP18133/2025-2026/148566-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Creation of Concrete Road at Kalambe,02-Jan-2025,2025-04-22,1000000.0,Physical Inspection,WS/MP18133/2025-2026/148566,,,,,1000000.0,1.0,2026-06-29,0,1.0,,504.0,0,1,1,0,0.24785495948130798,Detected by Isolation Forest pattern analysis
6745,Normal/Others,WS/MP18133/2025-2026/148567-Construction of boundary walls of existing public and community buildings,Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,creation of retention wall from Main road to Cremation ground,02-Jan-2025,2025-04-22,1000000.0,Physical Inspection,WS/MP18133/2025-2026/148567,,,2026-03-18,948550.0,948550.0,1.0,2026-03-18,1,0.94855,,504.0,0,0,1,0,0.19814514172701164,Detected by Isolation Forest pattern analysis
6747,Normal/Others,"WS/MP18133/2025-2026/148571-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,creation of concrete road from house of Vamanrao Salunkhe to Prakash Thorat House,02-Jan-2025,2025-04-22,500000.0,Physical Inspection,WS/MP18133/2025-2026/148571,,,2026-03-12,500000.0,500000.0,1.0,2026-03-12,1,1.0,,504.0,0,0,1,0,0.24785495948130798,Detected by Isolation Forest pattern analysis
6811,Normal/Others,"WS/MP18390/2026-2027/148734-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),AFZAL ANSARI,GHAZIPUR,"Construction of CC Road: Kshetr Panchayat - Saidpur, Gram Panchayat - Ishopur From Highway to Dih Baba Mandir 100 Mtr x 2.40 Mtr x 10 cm Development Agency - Kshetr Panchayat Saidpur",21-Oct-2024,2026-08-22,400000.0,Physical Inspection,WS/MP18390/2026-2027/148734,,,,,393123.0,2.0,2026-08-24,0,0.9828075,,17.0,0,1,1,0,0.001169726192913445,Detected by Isolation Forest pattern analysis
6812,Normal/Others,"WS/MP18390/2026-2027/148735-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),AFZAL ANSARI,GHAZIPUR,Construction of CC Road: Kshetr Panchayat - Saidpur Gram Panchayat - Fardiha From Ram Saran's residence to Ramjeet's Residence 100 Mtr x 2.40 Mtr x 10 cm Development Agency - Kshetr Panchayat,21-Oct-2024,2026-08-22,400000.0,Physical Inspection,WS/MP18390/2026-2027/148735,,,,,394266.0,2.0,2026-08-24,0,0.985665,,17.0,0,1,1,0,0.0035202953300450535,Detected by Isolation Forest pattern analysis
6814,Normal/Others,"WS/MP18390/2024-2025/148737-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),AFZAL ANSARI,GHAZIPUR,"Construction of CC Road: Kshetr Panchayat Bhadora, Gram Panchayat - Pathara,  From T.V. Road to Ramashankar Yadav's Residence 150 Mtr x 2.40 Mtr x 10 cm",21-Oct-2024,2025-03-24,600000.0,Vendor Identification,WS/MP18390/2024-2025/148737,,,,,448369.0,1.0,2026-02-27,0,0.7472816666666666,,533.0,0,1,1,0,0.17427890439100602,Detected by Isolation Forest pattern analysis
6815,Normal/Others,"WS/MP18390/2024-2025/148738-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),AFZAL ANSARI,GHAZIPUR,"Construction of CC Road: Kshetr Panchayat Bhadora, Gram Panchayat - Amaura, East Side - Deval Marg to Shiv Mandir 150 mtr x 2.40 Mtr x 10 cm Development Agency - Kshetr Panchayat",21-Oct-2024,2025-03-24,600000.0,Vendor Identification,WS/MP18390/2024-2025/148738,,,,,449463.0,1.0,2026-02-25,0,0.749105,,533.0,0,1,1,0,0.17339343607494284,Detected by Isolation Forest pattern analysis
6896,Normal/Others,"WS/MP18095/2025-2026/148832-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA),K. C VENUGOPAL,ALAPPUZHA,Formation of Manakkattu Menatheri Road in the 29th ward of Kayamkulam Municipality (SCP),22-Oct-2024,2026-02-02,2000000.0,Work Completed,WS/MP18095/2025-2026/148832,,,2026-04-24,1995303.0,1995303.0,2.0,2026-04-24,1,0.9976515,,218.0,0,0,1,0,0.09755816168925546,Detected by Isolation Forest pattern analysis
6963,Normal/Others,WS/MP18133/2025-2026/148915-Construction of boundary walls of existing public and community buildings,Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Construction of Boundary Wall and laying of Paver Block at Vithlai Mandir at Hanumantwadi (Yevati),02-Jan-2025,2025-05-13,500000.0,Physical Inspection,WS/MP18133/2025-2026/148915,,,2026-05-06,498370.0,498370.0,1.0,2026-05-06,1,0.99674,,483.0,0,0,1,0,0.23448715930540254,Detected by Isolation Forest pattern analysis
6966,Normal/Others,WS/MP812/2026-2027/148927-Construction of buildings for community cultural activities,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,GP DOM BARWA ME MOTICHAK ME  SAMUDAYIK BHAWAN KA NNIRMAN KARRY,21-Oct-2024,2026-05-26,1350000.0,Work partially Completed,WS/MP812/2026-2027/148927,,,,,842954.0,1.0,2026-05-27,0,0.6244103703703704,,105.0,0,1,1,0,0.047220910144686545,Detected by Isolation Forest pattern analysis
7055,Normal/Others,WS/MP758/2025-2026/149076-Purchase of hospital equipment,Tamil Nadu,KARUR(DISTRICT COLLECTOR KARUR_IDA),Smt S Jothimani,KARUR,"Purchase of ECG Machine(3 Channel) ,Semi Auto Biochemistry Analaizer,Fetal Doppler and Baby Warmer for the Urban Primary Health Center,Thanthoni,Ward no 46,Karur",22-Oct-2024,2026-01-08,266000.0,Physical Inspection,WS/MP758/2025-2026/149076,,,2026-01-13,266000.0,266000.0,1.0,2026-01-13,1,1.0,,243.0,0,0,1,0,0.2120088210785923,Detected by Isolation Forest pattern analysis
7067,Normal/Others,WS/MP18172/2024-2025/149101-Construction of culverts and bridges,Rajasthan,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),MANNA LAL RAWAT,UDAIPUR(ST),puliya with ringwal - mahude to tuliwara,23-Oct-2024,2024-12-12,1500000.0,Work Completed,WS/MP18172/2024-2025/149101,,,2025-06-07,1478237.0,729806.0,1.0,2026-09-02,1,0.4865373333333333,,635.0,0,0,1,0,0.1624491690783697,Detected by Isolation Forest pattern analysis
7119,Normal/Others,WS/MP18175/2024-2025/149209-Construction of buildings for crèches and anganwadies,Tamil Nadu,DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA),MANI. A.,DHARAMAPURI,Construciton of Anganwadi Building at Sekkandahalli village Kambainallur Town Panchayat,23-Oct-2024,2024-12-12,1655000.0,Physical Inspection,WS/MP18175/2024-2025/149209,,,2026-08-18,1655000.0,1655000.0,1.0,2026-02-05,1,1.0,,635.0,0,0,1,0,0.2133439079605456,Detected by Isolation Forest pattern analysis
7121,Normal/Others,WS/MP18175/2024-2025/149219-Construction of buildings for crèches and anganwadies,Tamil Nadu,DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA),MANI. A.,DHARAMAPURI,Construciton of Angwadi building at Pudhu reddiyur Kadathur Town Panchayat,23-Oct-2024,2024-12-19,1655000.0,Physical Inspection,WS/MP18175/2024-2025/149219,,,2026-08-17,1655000.0,1655000.0,1.0,2026-01-29,1,1.0,,628.0,0,0,1,0,0.2154651417180447,Detected by Isolation Forest pattern analysis
7149,Normal/Others,WS/MP457/2024-2025/149288-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Tamil Nadu,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),D Ravikumar,VILUPPURAM(SC),"Viluppuram Municipality, Periya Colaony Adi Dravidar Area graveyard Waiting Shed.",25-Oct-2024,2025-01-24,1199449.0,Physical Inspection,WS/MP457/2024-2025/149288,,,2026-02-27,1199449.0,1199449.0,1.0,2026-02-27,1,1.0,,592.0,0,0,1,0,0.23050540806495062,Detected by Isolation Forest pattern analysis
7155,Normal/Others,WS/MP654/2024-2025/149305-Providing drains and gutters for public drainage,Madhya Pradesh,ANUPPUR(DISTRICT COLLECTOR ANUPPUR_IDA),Smt Himadri Singh,SHAHDOL (ST),RCC drain construction work from next to Panchayat Bhawan towards  Gendlal  Bhaina's house. Implementing Agency - Gram Panchayat,24-Oct-2024,2024-11-20,1479000.0,Work partially Completed,WS/MP654/2024-2025/149305,,,,,731000.0,1.0,2026-09-03,0,0.4942528735632184,,657.0,0,1,1,0,0.13574297542580321,Detected by Isolation Forest pattern analysis
7169,Normal/Others,WS/MP18177/2024-2025/149344-Construction of public staircase/ stair ghat for public convenience,Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),K E PRAKASH,ERODE,Construction of Bathing Ghat at ward No:4 on the river bank behind Angalamman Temple in Kumarapalayam Municipality 2024- 2025,25-Oct-2024,2024-11-20,2000000.0,Physical Inspection,WS/MP18177/2024-2025/149344,,,2026-07-10,2000000.0,2000000.0,1.0,2026-07-06,1,1.0,,657.0,0,0,1,0,0.18109896183562058,Detected by Isolation Forest pattern analysis
